Performance,Video URL
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
0.9759072789,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
1.685370589,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.4035644548,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
0.0456795643,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
1.722722466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
1.293504168,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
1.594111356,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
0.2732961278,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
0.4406449894,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
0.2534247961,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
0.6719776935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
1.121628449,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
0.4354169767,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
0.8363902368,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
1.274605915,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
1.504794305,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
1.126500483,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
1.734633805,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
1.468710249,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.122587876,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
0.4590675167,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
0.3522906471,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.1062909192,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
1.57534113,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
0.8468739015,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
1.70213037,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
0.05406433172,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
0.1333003155,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
1.79831859,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
1.590327987,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
0.646364705,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
1.056910551,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
1.712558722,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
0.001389706135,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
0.9492672443,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
1.022409444,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
0.5233731553,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
0.3314809764,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
0.8176282154,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
0.2713873795,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
0.1155357208,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
1.560788447,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
1.676933169,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
0.3734815983,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
1.141780733,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
1.004179282,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
1.468289072,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
0.5681277913,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
0.2280134381,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
0.3343052236,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
0.4575921147,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
1.334300861,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
0.5702379577,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
1.132430003,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
0.2288479954,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.3264347617,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
0.3987463768,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
0.8896434013,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
0.5568166943,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
1.310219428,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
1.313432257,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
0.3547567629,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
0.5855991499,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
0.03372876301,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
1.278662253,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
1.205057364,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
0.8274786657,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
1.477344598,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
0.3069605878,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
1.002233613,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
0.7402752748,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
0.6401959119,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
0.3578298467,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
1.088163693,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
0.2416658008,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.9413432594,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
1.131354024,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
0.07389417228,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
1.075369353,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
1.440694295,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
1.045798013,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
0.2800186453,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
1.456790917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
0.01764517926,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
0.5542393473,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
1.697797265,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
1.094663638,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
0.5846997742,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
0.07733789311,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
1.157742835,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
0.7104236614,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
1.558826787,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
1.607669325,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
0.4160309798,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
0.3584974345,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
1.765072727,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
0.2756190455,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
0.7989745162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
0.3883772656,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
1.504956101,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
1.457652707,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
1.281935708,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
0.3833050167,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
0.4864267009,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
0.7548509094,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
0.8214325883,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
0.0605804156,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
1.682680557,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
1.772914945,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
1.007827651,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
1.324954678,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
1.16388052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
1.694420958,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
0.8608713041,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
1.429266257,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
0.9288385323,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
1.549921399,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
0.6515042663,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
0.3154204138,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
1.552974786,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
0.0665604738,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
1.400706478,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
0.08400957863,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
0.2643761803,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
1.201193786,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
0.179812402,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
0.5723173663,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
0.2615342476,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
1.749569592,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
0.716596064,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
0.4081432437,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
0.6943508126,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
0.3639515929,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
1.297561085,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.250832082,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
0.7442573105,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
0.3086326351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
1.749255111,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
0.43108543,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
1.459801565,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
1.136108944,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
0.3800592363,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
1.457579516,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
0.03081356631,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
0.9762549758,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
0.1687871414,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
0.07110852174,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
1.617269519,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
0.09665937168,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
0.5975607377,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
0.09591691297,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
1.28823142,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
1.4143528,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
0.9438126171,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
0.2630815036,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
1.071747484,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
